,Unnamed: 0,player,age,days/week,run_type,km/day,shoes_type,place,mileage,wear_rate_tolerate,hurt_rate
444,444,445,18,4,E,39,Running,street,634,0.32,0.08
445,445,446,39,1,D,28,Badminton,grassland,147,0.81,0.22
446,446,447,52,0,A,0,Badminton,park,335,0.0,0.0
447,447,448,64,3,E,41,Basketball,park,600,0.45,0.97
448,448,449,78,4,B,6,Running,park,692,0.33,0.92
449,449,450,41,6,D,27,Running,grassland,294,0.9,0.5
450,450,451,17,6,E,36,Running,street,599,0.35,0.1
451,451,452,52,2,C,13,Basketball,street,509,0.42,0.67
452,452,453,15,1,E,39,Basketball,playground,460,0.43,0.01
453,453,454,51,3,C,16,Basketball,playground,423,0.48,0.8
454,454,455,34,1,D,27,Running,Forest,307,0.53,0.23
455,455,456,66,0,A,0,Running,grassland,277,0.0,0.0
456,456,457,31,0,A,0,Running,street,697,0.0,0.0
457,457,458,71,4,B,8,Badminton,Forest,139,0.37,0.83
458,458,459,18,5,D,28,Running,street,558,0.26,0.04
459,459,460,51,6,E,41,Badminton,playground,340,0.87,0.78
460,460,461,44,1,B,8,Badminton,street,363,0.25,0.47
461,461,462,53,2,C,19,Running,street,750,0.68,0.7
462,462,463,75,4,C,16,Basketball,park,556,0.16,0.82
463,463,464,50,0,A,0,Basketball,grassland,287,0.0,0.0
464,464,465,54,4,C,12,Running,Forest,280,0.96,0.67
465,465,466,73,1,D,24,Badminton,playground,271,0.41,0.83
466,466,467,36,6,E,38,Badminton,Forest,141,0.95,0.22
467,467,468,25,1,E,41,Badminton,Forest,106,0.2,0.13
468,468,469,36,0,A,0,Basketball,playground,408,0.0,0.0
469,469,470,71,5,C,15,Basketball,Forest,291,0.63,0.95
470,470,471,19,1,C,11,Badminton,grassland,158,0.51,0.06
471,471,472,24,6,E,32,Badminton,park,413,0.27,0.18
472,472,473,57,1,C,15,Running,playground,483,0.33,0.73
473,473,474,63,6,E,40,Basketball,street,552,0.37,0.86
474,474,475,24,0,A,0,Running,playground,386,0.0,0.0
475,475,476,79,1,B,4,Badminton,grassland,158,0.75,0.83
476,476,477,70,5,B,6,Basketball,street,710,0.34,0.86
477,477,478,51,6,C,18,Badminton,grassland,160,0.77,0.68
478,478,479,68,0,A,0,Running,playground,377,0.0,0.0
479,479,480,22,4,E,40,Basketball,playground,411,0.53,0.01
480,480,481,57,6,D,24,Badminton,playground,280,0.95,0.67
481,481,482,43,1,E,38,Badminton,playground,228,0.73,0.5
482,482,483,43,3,E,31,Running,playground,338,0.42,0.41
483,483,484,70,0,A,0,Badminton,park,477,0.0,0.0
484,484,485,54,0,A,0,Running,grassland,323,0.0,0.0
485,485,486,74,2,E,40,Running,street,653,0.96,0.85
486,486,487,21,0,A,0,Basketball,street,695,0.0,0.0
487,487,488,55,3,C,16,Badminton,grassland,197,0.13,0.73
488,488,489,49,2,D,22,Badminton,street,347,0.54,0.41
489,489,490,65,6,D,23,Badminton,grassland,104,0.13,0.94
490,490,491,30,5,C,12,Badminton,playground,289,0.65,0.14
491,491,492,17,1,D,25,Basketball,playground,381,0.66,0.19
492,492,493,66,0,A,0,Badminton,playground,231,0.0,0.0
493,493,494,38,5,D,22,Basketball,grassland,346,0.69,0.39
494,494,495,48,2,E,36,Badminton,park,378,0.35,0.53
495,495,496,43,0,A,0,Badminton,park,455,0.0,0.0
496,496,497,42,0,A,0,Running,street,683,0.0,0.0
497,497,498,52,6,E,40,Running,street,523,0.84,0.7
498,498,499,60,4,D,24,Running,playground,392,0.85,0.78
499,499,500,32,0,A,0,Basketball,park,560,0.0,0.0
